requirement_id,priority,critical,implementation_item_id,work_package_id,test_ids,qa_suite_id,source,acceptance_criteria,done_condition,external_gate,coverage_status
VIS-HANDOFF-002,P0_BASELINE_DEFERRED_FREEZE,YES,IMP-258,WP14,REQT-VIS-HANDOFF-002,QA-S18,AI_TAMAGOTCHI_VISUAL_PACKAGE_v1.0/00_README/OPEN_DECISIONS_FINAL.md :: Final audit,No live Figma workspace/master link is available; file-based handoff is the current source.,Owning code/config is implemented; `REQT-VIS-HANDOFF-002` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. Current safe baseline/fallback is complete; any final numeric/art freeze remains separately visible rather than guessed.,FINAL_FREEZE_TUNING_OR_CURRENT_BASELINE,MAPPED
PRD-AMBIENT-001,P0,YES,IMP-259,WP14,REQT-PRD-AMBIENT-001,QA-S20,TZ_AI_Tamagotchi_v1.0 (1).docx :: §19.2,"Pet tone is cute, emotional and slightly naive but not overly childish; copy stays short and avoids corporate bureaucracy, sarcasm and complex humor.",Owning code/config is implemented; `REQT-PRD-AMBIENT-001` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-AMBIENT-002,P0,YES,IMP-260,WP14,REQT-PRD-AMBIENT-002,QA-S20,TZ_AI_Tamagotchi_v1.0 (1).docx :: §19.2 PET-010,Ambient mascot reactions/copy are limited to at most 1–2 occurrences per day.,Owning code/config is implemented; `REQT-PRD-AMBIENT-002` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-AMBIENT-003,P0,YES,IMP-261,WP14,REQT-PRD-AMBIENT-003,QA-S20,TZ_AI_Tamagotchi_v1.0 (1).docx :: §19.2 PET-011,"Ambient external context is limited to Saint Petersburg weather/temperature/precipitation, season, time of day, day of week and official holidays.",Owning code/config is implemented; `REQT-PRD-AMBIENT-003` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-AMBIENT-004,P0,YES,IMP-262,WP14,REQT-PRD-AMBIENT-004,QA-S20,TZ_AI_Tamagotchi_v1.0 (1).docx :: §19.2 PET-012,"Ambient layer excludes news, politics and complex information search.",Owning code/config is implemented; `REQT-PRD-AMBIENT-004` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-PETACT-001,P0,YES,IMP-263,WP14,REQT-PRD-PETACT-001,QA-S20,TZ_AI_Tamagotchi_v1.0 (1).docx :: §19.3,"MVP includes lightweight pet actions such as petting, a short 2–3 second play interaction and call/visual reaction; they provide no gameplay advantage and use no sound.",Owning code/config is implemented; `REQT-PRD-PETACT-001` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-ACH-001,P0,YES,IMP-264,WP12,REQT-PRD-ACH-001,QA-S07,TZ_AI_Tamagotchi_v1.0 (1).docx :: §20.4 UX-003,Achievements / Collection user surface shows only earned achievements and cosmetics; it does not expose an invented locked catalog.,Owning code/config is implemented; `REQT-PRD-ACH-001` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-NFR-004,P0,YES,IMP-265,WP15,REQT-PRD-NFR-004,QA-S21,TZ_AI_Tamagotchi_v1.0 (1).docx :: §27 Accessibility / NFR-010,"Accessibility baseline includes readable contrast, scalable text, adequate touch targets, correct form labels and keyboard support for web.",Owning code/config is implemented; `REQT-PRD-NFR-004` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-NFR-005,P0,YES,IMP-266,WP15,REQT-PRD-NFR-005,QA-S21,TZ_AI_Tamagotchi_v1.0 (1).docx :: §27 Localization / NFR-011,MVP UI language is Russian and user-facing strings must be externalized through a localization layer rather than hardcoded.,Owning code/config is implemented; `REQT-PRD-NFR-005` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-NFR-006,P0,YES,IMP-267,WP15,REQT-PRD-NFR-006,QA-S21,TZ_AI_Tamagotchi_v1.0 (1).docx :: §27 Observability,"Task-processing observability includes structured logs, metrics and tracing, with alerting for error rate, latency and queue backlog.",Owning code/config is implemented; `REQT-PRD-NFR-006` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-NFR-007,P0,YES,IMP-268,WP15,REQT-PRD-NFR-007,QA-S21,TZ_AI_Tamagotchi_v1.0 (1).docx :: §27 Scalability,Directories and the event/history data model must support growth in employee count and indefinite history without changing product semantics.,Owning code/config is implemented; `REQT-PRD-NFR-007` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-NFR-008,P0,YES,IMP-269,WP15,REQT-PRD-NFR-008,QA-S21,TZ_AI_Tamagotchi_v1.0 (1).docx :: §27 Data export,Large-period exports must execute safely without blocking the interactive application interface.,Owning code/config is implemented; `REQT-PRD-NFR-008` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-SCREEN-001,P0,YES,IMP-270,WP12,REQT-PRD-SCREEN-001,QA-S16,TZ_AI_Tamagotchi_v1.0 (1).docx :: Appendix A,"MVP screen surface covers onboarding, Monthly Goal setup, Home, Add AI case, Result, History Tasks/Events, employee/directorate ratings, anonymous analytics, public employee profile, Profile, Achievements/Collection, scoring explainer, Director Dashboard, Executive Dashboard and Admin Panel, interpreted through current v2 navigation/Home overrides.",Owning code/config is implemented; `REQT-PRD-SCREEN-001` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-QA-001,P0,YES,IMP-271,WP15,REQT-PRD-QA-001,QA-S21,TZ_AI_Tamagotchi_v1.0 (1).docx :: §28 Acceptance criteria,"MVP acceptance criteria must be testable end-to-end and preserve product rules across task processing, game updates, goals, authorization and history.",Owning code/config is implemented; `REQT-PRD-QA-001` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-FUTURE-001,FUTURE_UNSCHEDULED,NO,IMP-272,WP01,REQT-PRD-FUTURE-001,QA-S01,TZ_AI_Tamagotchi_v1.0 (1).docx :: §30 Future scope,Automated retraining/evaluation loop for the scoring model is future scope and is not part of MVP.,Scope guard is implemented; `REQT-PRD-FUTURE-001` proves the capability is absent/disabled in MVP; no hidden route/API/flag enables it.,FUTURE_NOT_MVP,MAPPED
PRD-FUTURE-002,FUTURE_UNSCHEDULED,NO,IMP-273,WP01,REQT-PRD-FUTURE-002,QA-S01,TZ_AI_Tamagotchi_v1.0 (1).docx :: §30 Future scope,A flexible retention policy replacing current indefinite retention is future scope; MVP keeps indefinite history as the normative behavior.,Scope guard is implemented; `REQT-PRD-FUTURE-002` proves the capability is absent/disabled in MVP; no hidden route/API/flag enables it.,FUTURE_NOT_MVP,MAPPED
PRD-FUTURE-003,FUTURE_UNSCHEDULED,NO,IMP-274,WP01,REQT-PRD-FUTURE-003,QA-S01,TZ_AI_Tamagotchi_v1.0 (1).docx :: §30 Future scope,Public company analytics broken down by directorates is future scope and requires a separate product decision; current employee-facing company analytics stays aggregate/anonymous.,Scope guard is implemented; `REQT-PRD-FUTURE-003` proves the capability is absent/disabled in MVP; no hidden route/API/flag enables it.,FUTURE_NOT_MVP,MAPPED
PRD-ACH-002,P0_BASELINE_DEFERRED_FREEZE,YES,IMP-275,WP12,REQT-PRD-ACH-002,QA-S07,TZ_AI_Tamagotchi_v1.0 (1).docx :: §29 Balance parameters,"MVP content planning uses approximately 20–30 achievements as a working orientation; exact achievement inventory, rewards and release-specific art remain content/balance items rather than a frozen mandatory list.",Owning code/config is implemented; `REQT-PRD-ACH-002` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. Current safe baseline/fallback is complete; any final numeric/art freeze remains separately visible rather than guessed.,FINAL_FREEZE_TUNING_OR_CURRENT_BASELINE,MAPPED
PRD-EXT-003,P0_OPTIONAL_EXTERNAL_INTEGRATION,YES,IMP-276,WP03,REQT-PRD-EXT-003,QA-S11,TZ_AI_Tamagotchi_v1.0 (1).docx :: §25 Integrations,Weather API for Saint Petersburg ambient context is optional in MVP but anticipated by Product; its real provider contract is not frozen.,Owning code/config is implemented; `REQT-PRD-EXT-003` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. Disabled/no-provider path passes; real-provider evidence is required only if the optional integration is enabled.,OPTIONAL_PROVIDER_OR_DISABLED_PATH,MAPPED
PRD-AI-009,P0,YES,IMP-277,WP06,REQT-PRD-AI-009,QA-S03,TZ_AI_Tamagotchi_v1.0 (1).docx :: §25.1 Capability knowledge,"Plausibility checking uses versioned knowledge about AI-tool capabilities; permanent hardcoded capability claims are prohibited, and uncertainty leads to clarification rather than accusation or automatic rejection.",Owning code/config is implemented; `REQT-PRD-AI-009` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-SEC-001,P0,YES,IMP-278,WP15,REQT-PRD-SEC-001,QA-S22,TZ_AI_Tamagotchi_v1.0 (1).docx :: §26.2 Security measures,All network connections use TLS.,Owning code/config is implemented; `REQT-PRD-SEC-001` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-SEC-002,P0,YES,IMP-279,WP15,REQT-PRD-SEC-002,QA-S22,TZ_AI_Tamagotchi_v1.0 (1).docx :: §26.2 Security measures,"Database and backups use encryption at rest, with particular control over raw task content and phone-number data.",Owning code/config is implemented; `REQT-PRD-SEC-002` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-SEC-003,P0,YES,IMP-280,WP15,REQT-PRD-SEC-003,QA-S22,TZ_AI_Tamagotchi_v1.0 (1).docx :: §26.2 Security measures,AI endpoints have rate limiting / abuse protection.,Owning code/config is implemented; `REQT-PRD-SEC-003` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-SEC-004,P0,YES,IMP-281,WP15,REQT-PRD-SEC-004,QA-S22,TZ_AI_Tamagotchi_v1.0 (1).docx :: §26.2 Security measures,Secrets and provider keys are stored through a secrets-management mechanism and must not be placed in frontend code or repository configuration.,Owning code/config is implemented; `REQT-PRD-SEC-004` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-SEC-005,P0,YES,IMP-282,WP15,REQT-PRD-SEC-005,QA-S22,TZ_AI_Tamagotchi_v1.0 (1).docx :: §26.2 Security measures,MVP delivery includes regular backup capability and a tested restore procedure.,Owning code/config is implemented; `REQT-PRD-SEC-005` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-SEC-006,P0_EXTERNAL_GOVERNANCE,YES,IMP-283,WP15,REQT-PRD-SEC-006,QA-S22,TZ_AI_Tamagotchi_v1.0 (1).docx :: §26.2 Security measures,"Before industrial production launch, personal/work-data processing—especially through external LLM/STT APIs—requires a separate organizational legal/InfoSec review; this governance dependency does not authorize inventing production approval.",Owning code/config is implemented; `REQT-PRD-SEC-006` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. Automated production gate rejects missing external approval; actual organizational approval remains external evidence.,ORGANIZATIONAL_INFOSEC_LEGAL_APPROVAL,MAPPED
PRD-NFR-009,P0,YES,IMP-284,WP15,REQT-PRD-NFR-009,QA-S21,TZ_AI_Tamagotchi_v1.0 (1).docx :: §27 Performance,"Home, leaderboard and dashboard basic data have a Product target of p95 under 2 seconds at normal load; AI task processing may be asynchronous within the current session with a clear progress state.",Owning code/config is implemented; `REQT-PRD-NFR-009` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-NFR-010,P0_BASELINE_DEFERRED_SLA,YES,IMP-285,WP15,REQT-PRD-NFR-010,QA-S21,TZ_AI_Tamagotchi_v1.0 (1).docx :: §27 Availability,The architecture must prevent loss of an accepted raw task input when downstream AI processing fails; the exact MVP availability SLA remains to be defined separately.,"Owning code/config is implemented; `REQT-PRD-NFR-010` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. Instrumentation/load test exists; final readiness uses a documented accepted normal-load profile, not an invented one.",DOCUMENTED_NORMAL_LOAD_PROFILE,MAPPED
PRD-NFR-011,P0,YES,IMP-286,WP15,REQT-PRD-NFR-011,QA-S21,TZ_AI_Tamagotchi_v1.0 (1).docx :: §27 Idempotency,"Task submission, scoring-ledger application, goal matching and daily close are idempotent.",Owning code/config is implemented; `REQT-PRD-NFR-011` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-PETTIMELINE-001,P0,YES,IMP-287,WP12,REQT-PRD-PETTIMELINE-001,QA-S07,TZ_AI_Tamagotchi_v1.0 (1).docx :: §15.4 HIST-003,"Profile/history includes a compact Pet Timeline covering evolution stages, branch choice, major achievements, rare cosmetics and annual awards; routine daily HP changes are excluded.",Owning code/config is implemented; `REQT-PRD-PETTIMELINE-001` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-ANL-002,P0,YES,IMP-288,WP12,REQT-PRD-ANL-002,QA-S07,TZ_AI_Tamagotchi_v1.0 (1).docx :: §16 AN-002,"Employee-facing anonymous Company Analytics supports current month, previous month, current year and custom-period filters, with comparison to a comparable previous period for key KPIs.",Owning code/config is implemented; `REQT-PRD-ANL-002` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-ANL-003,P0,YES,IMP-289,WP12,REQT-PRD-ANL-003,QA-S07,TZ_AI_Tamagotchi_v1.0 (1).docx :: §16 AN-003,Employee-facing anonymous Company Analytics does not include a separate AI Maturity Trends block and does not compare directorates.,Owning code/config is implemented; `REQT-PRD-ANL-003` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-FUTURE-004,FUTURE_UNSCHEDULED,NO,IMP-290,WP01,REQT-PRD-FUTURE-004,QA-S01,TZ_AI_Tamagotchi_v1.0 (1).docx :: §30 Future scope,SSO / Entra ID / 2FA replacing the current static personnel verification is future scope and requires a later production-auth decision.,Scope guard is implemented; `REQT-PRD-FUTURE-004` proves the capability is absent/disabled in MVP; no hidden route/API/flag enables it.,FUTURE_NOT_MVP,MAPPED
PRD-FUTURE-005,FUTURE_UNSCHEDULED,NO,IMP-291,WP01,REQT-PRD-FUTURE-005,QA-S01,TZ_AI_Tamagotchi_v1.0 (1).docx :: §30 Future scope,HR-system integration for automatic vacation status is future scope.,Scope guard is implemented; `REQT-PRD-FUTURE-005` proves the capability is absent/disabled in MVP; no hidden route/API/flag enables it.,FUTURE_NOT_MVP,MAPPED
PRD-FUTURE-006,FUTURE_UNSCHEDULED,NO,IMP-292,WP01,REQT-PRD-FUTURE-006,QA-S01,TZ_AI_Tamagotchi_v1.0 (1).docx :: §30 Future scope,Automatic analysis of attached/external resources under a separate security model is future scope.,Scope guard is implemented; `REQT-PRD-FUTURE-006` proves the capability is absent/disabled in MVP; no hidden route/API/flag enables it.,FUTURE_NOT_MVP,MAPPED
PRD-FUTURE-007,FUTURE_UNSCHEDULED,NO,IMP-293,WP01,REQT-PRD-FUTURE-007,QA-S01,TZ_AI_Tamagotchi_v1.0 (1).docx :: §30 Future scope,Advanced AI maturity analytics is future scope.,Scope guard is implemented; `REQT-PRD-FUTURE-007` proves the capability is absent/disabled in MVP; no hidden route/API/flag enables it.,FUTURE_NOT_MVP,MAPPED
PRD-FUTURE-008,FUTURE_UNSCHEDULED,NO,IMP-294,WP01,REQT-PRD-FUTURE-008,QA-S01,TZ_AI_Tamagotchi_v1.0 (1).docx :: §30 Future scope,Additional pets/mascots beyond the canonical Lyuboznayka are future scope.,Scope guard is implemented; `REQT-PRD-FUTURE-008` proves the capability is absent/disabled in MVP; no hidden route/API/flag enables it.,FUTURE_NOT_MVP,MAPPED
