item_id,work_package_id,wave,requirement_id,feature_group_id,title,implementation_action,owning_module,primary_layer,priority,scope_bucket,dependencies,acceptance_criteria,test_ids,qa_suite_id,source,feature_flag,external_gate,done_condition,implementation_status
IMP-043,WP04,2,PRD-RBAC-006,FG-AUTH,Executive/CEO does not manage system settings.,Implement the smallest owning-module slice that satisfies: Executive/CEO does not manage system settings.,auth/personnel/rbac,backend,P0,MVP_IN,WP02;WP03,Executive/CEO does not manage system settings.,REQT-PRD-RBAC-006,QA-S02,TZ_AI_Tamagotchi_v1.0 (1).docx :: §4; §17.2,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-PRD-RBAC-006` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-044,WP04,2,PRD-RBAC-007,FG-AUTH,"Admin has company-wide system-management scope for org structure, roles, calendar, taxonomy, tools, profiles, technical ","Implement the smallest owning-module slice that satisfies: Admin has company-wide system-management scope for org structure, roles, calendar, taxonomy, tools, profiles, technical scoring trace, audit logs and export.",auth/personnel/rbac,backend,P0,MVP_IN,WP02;WP03,"Admin has company-wide system-management scope for org structure, roles, calendar, taxonomy, tools, profiles, technical scoring trace, audit logs and export.",REQT-PRD-RBAC-007,QA-S02,TZ_AI_Tamagotchi_v1.0 (1).docx :: §4; §17.3; §21,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-PRD-RBAC-007` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-045,WP04,2,PRD-RBAC-008,FG-AUTH,Admin cannot manually change task Complexity or Score.,Implement the smallest owning-module slice that satisfies: Admin cannot manually change task Complexity or Score.,auth/personnel/rbac,backend,P0,MVP_IN,WP02;WP03,Admin cannot manually change task Complexity or Score.,REQT-PRD-RBAC-008,QA-S02,TZ_AI_Tamagotchi_v1.0 (1).docx :: §4; §17.3,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-PRD-RBAC-008` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-046,WP04,2,PRD-RBAC-009,FG-AUTH,"Peers never see another employee's raw input, clarification log or task links regardless of peer privacy level.","Implement the smallest owning-module slice that satisfies: Peers never see another employee's raw input, clarification log or task links regardless of peer privacy level.",auth/personnel/rbac,backend,P0,MVP_IN,WP02;WP03,"Peers never see another employee's raw input, clarification log or task links regardless of peer privacy level.",REQT-PRD-RBAC-009,QA-S02,TZ_AI_Tamagotchi_v1.0 (1).docx :: §4.1; §14,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-PRD-RBAC-009` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-047,WP04,2,PRD-RBAC-010,FG-AUTH,"Director may access raw input, clarifications, links and normalized task data only inside own directorate.","Implement the smallest owning-module slice that satisfies: Director may access raw input, clarifications, links and normalized task data only inside own directorate.",auth/personnel/rbac,backend,P0,MVP_IN,WP02;WP03,"Director may access raw input, clarifications, links and normalized task data only inside own directorate.",REQT-PRD-RBAC-010,QA-S02,TZ_AI_Tamagotchi_v1.0 (1).docx :: §4.1; §17.1,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-PRD-RBAC-010` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-048,WP04,2,PRD-RBAC-011,FG-AUTH,Executive and Admin may access raw task data according to whole-company authorized scope.,Implement the smallest owning-module slice that satisfies: Executive and Admin may access raw task data according to whole-company authorized scope.,auth/personnel/rbac,backend,P0,MVP_IN,WP02;WP03,Executive and Admin may access raw task data according to whole-company authorized scope.,REQT-PRD-RBAC-011,QA-S02,TZ_AI_Tamagotchi_v1.0 (1).docx :: §4.1,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-PRD-RBAC-011` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-049,WP04,2,PRD-RBAC-012,FG-AUTH,Technical scoring trace is Admin-only.,Implement the smallest owning-module slice that satisfies: Technical scoring trace is Admin-only.,auth/personnel/rbac,backend,P0,MVP_IN,WP02;WP03,Technical scoring trace is Admin-only.,REQT-PRD-RBAC-012,QA-S02,TZ_AI_Tamagotchi_v1.0 (1).docx :: §4.1,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-PRD-RBAC-012` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-050,WP04,2,PRD-RBAC-013,FG-AUTH,"Corporate export is unavailable to Employee, directorate-scoped for Director, company-scoped for Executive/Admin.","Implement the smallest owning-module slice that satisfies: Corporate export is unavailable to Employee, directorate-scoped for Director, company-scoped for Executive/Admin.",auth/personnel/rbac,backend,P0,MVP_IN,WP02;WP03,"Corporate export is unavailable to Employee, directorate-scoped for Director, company-scoped for Executive/Admin.",REQT-PRD-RBAC-013,QA-S02,TZ_AI_Tamagotchi_v1.0 (1).docx :: §4.1; §22,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-PRD-RBAC-013` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-051,WP04,2,PRD-RBAC-014,FG-AUTH,"Privacy/access rules must be enforced by backend authorization for each object request/export, not only by UI hiding.","Implement the smallest owning-module slice that satisfies: Privacy/access rules must be enforced by backend authorization for each object request/export, not only by UI hiding.",auth/personnel/rbac,backend,P0,MVP_IN,WP02;WP03,"Privacy/access rules must be enforced by backend authorization for each object request/export, not only by UI hiding.",REQT-PRD-RBAC-014,QA-S02,TZ_AI_Tamagotchi_v1.0 (1).docx :: Appendix C,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-PRD-RBAC-014` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-052,WP04,2,PRD-AUTH-001,FG-AUTH,There is no employee self-registration flow.,Implement the smallest owning-module slice that satisfies: There is no employee self-registration flow.,auth/personnel/rbac,backend,P0,MVP_IN,WP02;WP03,There is no employee self-registration flow.,REQT-PRD-AUTH-001,QA-S02,TZ_AI_Tamagotchi_v1.0 (1).docx :: §5.1,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-PRD-AUTH-001` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-053,WP04,2,PRD-AUTH-002,FG-AUTH,"MVP login verifies personnel number + phone against the corporate personnel source, without SMS/password in Product v1.0","Implement the smallest owning-module slice that satisfies: MVP login verifies personnel number + phone against the corporate personnel source, without SMS/password in Product v1.0.",auth/personnel/rbac,backend,P0,MVP_IN,WP02;WP03,"MVP login verifies personnel number + phone against the corporate personnel source, without SMS/password in Product v1.0.",REQT-PRD-AUTH-002,QA-S02,TZ_AI_Tamagotchi_v1.0 (1).docx :: §5.1,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-PRD-AUTH-002` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-054,WP04,2,PRD-AUTH-003,FG-AUTH,"On successful personnel verification, employee name and directorate are populated from personnel data.","Implement the smallest owning-module slice that satisfies: On successful personnel verification, employee name and directorate are populated from personnel data.",auth/personnel/rbac,backend,P0,MVP_IN,WP02;WP03,"On successful personnel verification, employee name and directorate are populated from personnel data.",REQT-PRD-AUTH-003,QA-S02,TZ_AI_Tamagotchi_v1.0 (1).docx :: §5.1,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-PRD-AUTH-003` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-055,WP04,2,PRD-AUTH-004,FG-AUTH,Application role/status is controlled by the application and assigned only by Admin.,Implement the smallest owning-module slice that satisfies: Application role/status is controlled by the application and assigned only by Admin.,auth/personnel/rbac,backend,P0,MVP_IN,WP02;WP03,Application role/status is controlled by the application and assigned only by Admin.,REQT-PRD-AUTH-004,QA-S02,TZ_AI_Tamagotchi_v1.0 (1).docx :: §5.1,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-PRD-AUTH-004` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-056,WP04,2,PRD-AUTH-005,FG-AUTH,First successful login requires onboarding in 4–5 screens/steps.,Implement the smallest owning-module slice that satisfies: First successful login requires onboarding in 4–5 screens/steps.,auth/personnel/rbac,backend,P0,MVP_IN,WP02;WP03,First successful login requires onboarding in 4–5 screens/steps.,REQT-PRD-AUTH-005,QA-S02,TZ_AI_Tamagotchi_v1.0 (1).docx :: §5.1,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-PRD-AUTH-005` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-057,WP04,2,PRD-AUTH-006,FG-AUTH,"When Monthly Goal setup is required, it gates entry to the main interface.","Implement the smallest owning-module slice that satisfies: When Monthly Goal setup is required, it gates entry to the main interface.",auth/personnel/rbac,backend,P0,MVP_IN,WP02;WP03,"When Monthly Goal setup is required, it gates entry to the main interface.",REQT-PRD-AUTH-006,QA-S02,TZ_AI_Tamagotchi_v1.0 (1).docx :: §5.1; §12,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-PRD-AUTH-006` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-058,WP04,2,PRD-AUTH-007,FG-AUTH,Personnel-number + phone is explicitly recognized by Product v1.0 as weaker than production-grade SSO/2FA.,Implement the smallest owning-module slice that satisfies: Personnel-number + phone is explicitly recognized by Product v1.0 as weaker than production-grade SSO/2FA.,auth/personnel/rbac,backend,P0_RISK_WITH_FUTURE_HARDENING,MVP_IN_WITH_RECORDED_SECURITY_LIMITATION,WP02;WP03,Personnel-number + phone is explicitly recognized by Product v1.0 as weaker than production-grade SSO/2FA.,REQT-PRD-AUTH-007,QA-S02,TZ_AI_Tamagotchi_v1.0 (1).docx :: §5.1 Security note,NO_RUNTIME_FLAG,PRODUCTION_HARDENING_GATE,Owning code/config is implemented; `REQT-PRD-AUTH-007` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. Current MVP baseline is safe and tested; future hardening dependency stays explicit.,NOT_STARTED
IMP-059,WP06,3,PRD-TASK-001,FG-AICASE,"The user-facing AI task is an already completed AI-assisted work use case, not a future to-do item.","Implement the smallest owning-module slice that satisfies: The user-facing AI task is an already completed AI-assisted work use case, not a future to-do item.",case-workflow/task/ai-api,backend,P0,MVP_IN,WP04;WP05;WP02,"The user-facing AI task is an already completed AI-assisted work use case, not a future to-do item.",REQT-PRD-TASK-001,QA-S03,AI_TAMAGOTCHI_VISUAL_PACKAGE_v1.0/00_README/PROJECT_DECISION_OVERRIDE_v2.0.md :: §4 Previously approved product/UI decisions,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-PRD-TASK-001` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-060,WP06,3,PRD-TASK-002,FG-AICASE,Employee may register an unlimited number of AI tasks.,Implement the smallest owning-module slice that satisfies: Employee may register an unlimited number of AI tasks.,case-workflow/task/ai-api,backend,P0,MVP_IN,WP04;WP05;WP02,Employee may register an unlimited number of AI tasks.,REQT-PRD-TASK-002,QA-S03,TZ_AI_Tamagotchi_v1.0 (1).docx :: §6.1,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-PRD-TASK-002` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-061,WP06,3,PRD-TASK-003,FG-AICASE,Task input supports text.,Implement the smallest owning-module slice that satisfies: Task input supports text.,case-workflow/task/ai-api,backend,P0,MVP_IN,WP04;WP05;WP02,Task input supports text.,REQT-PRD-TASK-003,QA-S03,TZ_AI_Tamagotchi_v1.0 (1).docx :: §6.1,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-PRD-TASK-003` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-062,WP06,3,PRD-TASK-004,FG-AICASE,Voice flow is record → STT → transcript preview → user correction → submit.,Implement the smallest owning-module slice that satisfies: Voice flow is record → STT → transcript preview → user correction → submit.,case-workflow/task/ai-api,backend,P0,MVP_IN,WP04;WP05;WP02,Voice flow is record → STT → transcript preview → user correction → submit.,REQT-PRD-TASK-004,QA-S03,TZ_AI_Tamagotchi_v1.0 (1).docx :: §6.1,ff.voiceStt,NONE,Owning code/config is implemented; `REQT-PRD-TASK-004` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-063,WP06,3,PRD-TASK-005,FG-AICASE,Source audio is not retained after recognition.,Implement the smallest owning-module slice that satisfies: Source audio is not retained after recognition.,case-workflow/task/ai-api,backend,P0,MVP_IN,WP04;WP05;WP02,Source audio is not retained after recognition.,REQT-PRD-TASK-005,QA-S03,TZ_AI_Tamagotchi_v1.0 (1).docx :: §6.1,ff.voiceStt,NONE,Owning code/config is implemented; `REQT-PRD-TASK-005` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
